Line,Smell,Cause,Number of Conditions,Threshold,File
778,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/settings_org.js
420,complex conditional,long switch,6,3,../input_projects/multi_projects/zulip/web/src/settings_org.js
463,complex conditional,long switch,28,3,../input_projects/multi_projects/zulip/web/src/settings_org.js
874,complex conditional,long switch,6,3,../input_projects/multi_projects/zulip/web/src/settings_org.js
339,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/filter.js
613,complex conditional,long if,11,3,../input_projects/multi_projects/zulip/web/src/filter.js
703,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/filter.js
725,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/filter.js
748,complex conditional,long if,11,3,../input_projects/multi_projects/zulip/web/src/filter.js
81,complex conditional,long switch,33,3,../input_projects/multi_projects/zulip/web/src/filter.js
83,complex conditional,long switch,4,3,../input_projects/multi_projects/zulip/web/src/filter.js
95,complex conditional,long switch,7,3,../input_projects/multi_projects/zulip/web/src/filter.js
233,complex conditional,long switch,11,3,../input_projects/multi_projects/zulip/web/src/filter.js
614,complex conditional,long switch,9,3,../input_projects/multi_projects/zulip/web/src/filter.js
648,complex conditional,long switch,12,3,../input_projects/multi_projects/zulip/web/src/filter.js
749,complex conditional,long switch,9,3,../input_projects/multi_projects/zulip/web/src/filter.js
914,complex conditional,long switch,6,3,../input_projects/multi_projects/zulip/web/src/filter.js
1019,complex conditional,long switch,11,3,../input_projects/multi_projects/zulip/web/src/filter.js
25,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/unread_ui.js
40,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/message_feed_top_notices.js
14,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow_title.js
33,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow_title.js
47,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow_title.js
60,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/narrow_title.js
86,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/unread_ops.js
199,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/unread_ops.js
159,complex conditional,long switch,7,3,../input_projects/multi_projects/zulip/web/src/hotspots.js
477,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/settings_account.js
31,complex conditional,long if,10,3,../input_projects/multi_projects/zulip/web/src/topic_list_data.js
278,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/copy_and_paste.js
536,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/copy_and_paste.js
156,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/drafts.js
299,complex conditional,long if,6,3,../input_projects/multi_projects/zulip/web/src/drafts.js
159,complex conditional,long if,5,3,../input_projects/multi_projects/zulip/web/src/markdown.js
234,complex conditional,long if,4,3,../input_projects/multi_projects/zulip/web/src/markdown.js
