Line,Smell,Number of Parameters,Threshold,File
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_lazy_jdk_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByProduct_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_eager_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_eager_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_eager_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_eager_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_eager_ec_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_eager_ec_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_eager_ec_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByAccount_parallel_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AnySatisfyTest_short_circuit_middle_parallel_lazy_ec_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/BagAddAllTest_guava_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/BagAddAllTest_guava_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/BagAddAllTest_guava_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/BagAddAllTest_guava_jmhTest.java
116,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_lazy_jdk_jmhTest.java
185,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_lazy_jdk_jmhTest.java
255,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_lazy_jdk_jmhTest.java
323,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByProduct_parallel_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_parallel_lazy_intstream_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_parallel_lazy_intstream_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_parallel_lazy_intstream_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MinTest_parallel_lazy_intstream_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_lambda_jdk_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_lambda_jdk_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_lambda_jdk_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/MaxByIntTest_maxByQuantity_serial_lazy_direct_lambda_jdk_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterECPrimitiveEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterECPrimitiveEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterECPrimitiveEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_filterECPrimitiveEager_jmhTest.java
116,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByAccount_parallel_eager_ec_jmhTest.java
185,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByAccount_parallel_eager_ec_jmhTest.java
255,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByAccount_parallel_eager_ec_jmhTest.java
323,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/AggregateByTest_aggregateByAccount_parallel_eager_ec_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_eager_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_eager_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_eager_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_eager_scala_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedParallelStream_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedParallelStream_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedParallelStream_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKBoxedParallelStream_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapECParallelEager_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapECParallelEager_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapECParallelEager_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapECParallelEager_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/FunctionalInterfaceTest_serial_eager_scala_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStreamParallel_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStreamParallel_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStreamParallel_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/IntListJMHTest_mapJDKIntStreamParallel_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_lazy_scala_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_lazy_scala_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_lazy_scala_jmhTest.java
319,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CountTest_serial_lazy_scala_jmhTest.java
114,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_serial_lazy_jdk_jmhTest.java
181,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_serial_lazy_jdk_jmhTest.java
249,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_serial_lazy_jdk_jmhTest.java
315,long parameters,10,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/SumByDoubleTest_sumByCategory_serial_lazy_jdk_jmhTest.java
115,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_ec_jmhTest.java
183,long parameters,9,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_ec_jmhTest.java
252,long parameters,13,5,../input_projects/java_projects/eclipse-collections-11.1.0/jmh-tests/target/generated-sources/annotations/org/eclipse/collections/impl/jmh/jmh_generated/CollectTest_serial_lazy_ec_jmhTest.java
